id,resume_text_256,jd_text_128,job_family,seniority,advance
RS00891,"9+ years experience; key skills: databases, java, bug-tracking, test-cases, aws. Delivered projects with focus on aws and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Senior,1
RS00892,"10+ years experience; key skills: sql, statistics, python, linux, tableau, requirements, bug-tracking. Delivered projects with focus on tableau and collaboration. Comfortable with scrum.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: etl, pandas.",Data,Senior,1
RS00893,"7+ years experience; key skills: rest, spring, html, statistics, databases, test-cases. Delivered projects with focus on test-cases and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: docker, microservices.",Backend,Senior,0
RS00894,"7+ years experience; key skills: sql, numpy, monitoring, selenium, pandas, scikit-learn. Delivered projects with focus on numpy and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, tableau.",Data,Senior,0
RS00895,"8+ years experience; key skills: accessibility, containers, communication, databases, cypress, bug-tracking. Delivered projects with focus on communication and collaboration. Comfortable with code reviews.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: react, typescript.",Frontend,Senior,0
RS00896,"3+ years experience; key skills: test-cases, testing, linux, regression. Delivered projects with focus on regression and collaboration. Comfortable with documentation.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, cypress.",QA,Mid,0
RS00897,"5+ years experience; key skills: ci/cd, containers, typescript, html, pandas, bash. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, kubernetes.",DevOps,Mid,1
RS00898,"2+ years experience; key skills: linux, ci/cd, containers, communication, sql, metrics, regression, react. Delivered projects with focus on metrics and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, aws.",DevOps,Mid,1
RS00899,"2+ years experience; key skills: javascript, html, databases, postgres, aws. Delivered projects with focus on aws and collaboration. Comfortable with code reviews.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: webpack, accessibility.",Frontend,Mid,1
RS00900,"1+ years experience; key skills: sql, statistics, selenium, metrics, numpy, ci/cd, scrum, bug-tracking. Delivered projects with focus on numpy and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, pandas.",Data,Junior,1
RS00901,"0+ years experience; key skills: testing, kafka, requirements. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, communication.",PM,Junior,0
RS00902,"2+ years experience; key skills: planning, bash, statistics. Delivered projects with focus on planning and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, webpack.",Frontend,Mid,0
RS00903,"5+ years experience; key skills: java, rest, databases, tableau, aws, kafka. Delivered projects with focus on kafka and collaboration. Comfortable with scrum.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: postgres, microservices.",Backend,Senior,1
RS00904,"1+ years experience; key skills: agile, etl, linux, monitoring, backlog. Delivered projects with focus on monitoring and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, bash.",DevOps,Junior,0
RS00905,"10+ years experience; key skills: ci/cd, api-testing, stakeholders, javascript, selenium, microservices. Delivered projects with focus on selenium and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, pytest.",QA,Senior,0
RS00906,"2+ years experience; key skills: css, html, testing, accessibility, stakeholders, postgres, terraform. Delivered projects with focus on testing and collaboration. Comfortable with code reviews.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, accessibility.",Frontend,Mid,1
RS00907,"0+ years experience; key skills: testing, bug-tracking, test-cases, selenium, scrum, etl, tableau. Delivered projects with focus on selenium and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, selenium.",QA,Junior,1
RS00908,"9+ years experience; key skills: python, sql, statistics, agile, javascript, roadmap, databases. Delivered projects with focus on databases and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, tableau.",Data,Senior,1
RS00909,"2+ years experience; key skills: javascript, linux, selenium, css, testing, accessibility. Delivered projects with focus on css and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: react, testing.",Frontend,Junior,0
RS00910,"1+ years experience; key skills: testing, test-cases, bug-tracking, accessibility, pytest, kubernetes. Delivered projects with focus on accessibility and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, pytest.",QA,Junior,1
RS00911,"9+ years experience; key skills: stakeholders, ui, regression, roadmap, testing. Delivered projects with focus on roadmap and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, scrum.",PM,Senior,0
RS00912,"2+ years experience; key skills: python, test-cases, scrum, agile, microservices, regression, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, pandas.",Data,Mid,0
RS00913,"3+ years experience; key skills: css, javascript, bug-tracking, requirements, ui, backlog, ui, react. Delivered projects with focus on react and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, accessibility.",Frontend,Mid,1
RS00914,"2+ years experience; key skills: linux, ci/cd, metrics, aws, typescript, backlog, tableau, numpy. Delivered projects with focus on tableau and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, kubernetes.",DevOps,Mid,1
RS00915,"4+ years experience; key skills: rest, kafka, cypress, html. Delivered projects with focus on html and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: aws, spring.",Backend,Mid,0
RS00916,"1+ years experience; key skills: linux, kafka, java. Delivered projects with focus on linux and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, regression.",QA,Junior,0
RS00917,"2+ years experience; key skills: statistics, docker, scikit-learn, planning. Delivered projects with focus on scikit-learn and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, docker.",DevOps,Mid,0
RS00918,"5+ years experience; key skills: numpy, javascript, selenium, microservices, statistics. Delivered projects with focus on selenium and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, monitoring.",DevOps,Senior,0
RS00919,"8+ years experience; key skills: css, roadmap, roadmap, bug-tracking, webpack, microservices. Delivered projects with focus on webpack and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, metrics.",PM,Senior,0
RS00920,"0+ years experience; key skills: containers, monitoring, react, java. Delivered projects with focus on monitoring and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, terraform.",DevOps,Junior,0
RS00921,"1+ years experience; key skills: pytest, etl, requirements. Delivered projects with focus on pytest and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, monitoring.",DevOps,Junior,0
